StockCode,Description,ABC_Class,ObsolescenceRisk,ObsolescenceType,DemandStability,DemandCV,AvgDailyDemand,DemandStd,DaysWithSales,AvgUnitPrice,TotalRevenue,LeadTimeDays,LeadTimeStd,SafetyStock,ReorderPoint,CurrentStock,StockStatus,StatusReason,ExcessStock,DeficitStock,ExcessValue,DeficitValue,InventoryValue,DailyHoldingCost,ExcessHoldingCost,ServiceLevelTarget,ServiceLevelAchievable,StockoutRisk,ServiceLevelGap,AnnualTurns,DaysOnHand,YearMonth,AnalysisDate,IsOverstocked,IsUnderstocked,IsOptimal,InventoryValueSafe,ExcessValuePct,StockoutRiskPct,ServiceLevelGapPct,ServiceLevelTargetPct,ServiceLevelAchievablePct,StatusColor,ABC_Color,ActionPriority,RiskScore,Category,Recommendation,ImpactValue
85230B,CINNAMON SCENTED VOTIVE CANDLE,C,Low,Stable,Moderate,0.5457056721821124,33.55357142857143,18.310374250539095,56,0.27928571428571425,514.1899999999999,20,4.0,221,892.0,1547.0,Overstocked,Overstocked: Stock 1547.0 > tolerance 1160,387,0,108.08,0.0,432.05,0.3,0.07,0.92,1.0,0.0,-0.08,7.9,46.1,2026-02,2026-02-10,1,0,0,432.05,0.2501562319176021,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 387 units to 892,108.08
21373,MIRRORED WALL ART SNOWFLAKES,C,Low,Stable,Moderate,0.9457718639474014,12.97872340425532,12.274911425700317,47,1.04468085106383,513.9,20,4.0,106,366.0,624.0,Overstocked,Overstocked: Stock 624.0 > tolerance 476,148,0,154.61,0.0,651.88,0.45,0.11,0.92,1.0,0.0,-0.08,7.6,48.1,2026-02,2026-02-10,1,0,0,651.88,0.23717555378290486,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 148 units to 366,154.61
84313B,BLUE TV TRAY TABLE ,C,Low,Stable,Volatile,1.4808104321937634,3.6744186046511627,5.441117402014293,43,3.962093023255814,513.74,16,3.2,35,94.0,125.0,Overstocked,Overstocked: Stock 125.0 > tolerance 122,3,0,11.89,0.0,495.26,0.34,0.01,0.92,0.996,0.004,-0.076,10.7,34.0,2026-02,2026-02-10,1,0,0,495.26,0.024007591971893553,0.4,-7.6,92.0,99.6,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 3 units to 94,11.89
84846A,SCENTED CANDLE IN DIGITALIS TIN,C,Low,Stable,Moderate,0.7715455042306425,6.256410256410256,4.827105205955815,39,2.1,512.4000000000001,20,4.0,46,171.0,219.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,459.9,0.32,0.0,0.92,0.998,0.002,-0.078,10.4,35.0,2026-02,2026-02-10,0,0,1,459.9,0.0,0.2,-7.8,92.0,99.8,#4ECDC4,#CD7F32,Low,10,C-Optimal,Maintain current levels,0.0
22703,PINK CAT BOWL,C,Low,Stable,Volatile,1.2796097671453162,4.084745762711864,5.226880574271545,59,2.0476271186440678,510.23,16,3.2,35,100.0,71.0,Understocked,Understocked by 29 units,0,29,0.0,59.38,145.38,0.1,0.0,0.92,0.591,0.409,0.329,21.0,17.4,2026-02,2026-02-10,0,1,0,145.38,0.0,40.9,32.9,92.0,59.099999999999994,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 29 units to 100,59.38
35923,CANDY HEART HANGING DECORATION,C,Medium,Seasonal,Volatile,1.3044293787806067,13.254237288135593,17.289216511973464,59,0.7949152542372881,509.4,14,2.8,96,282.0,469.0,Overstocked,Overstocked: Stock 469.0 > tolerance 367,102,0,81.08,0.0,372.82,0.26,0.06,0.9,1.0,0.0,-0.1,10.3,35.4,2026-02,2026-02-10,1,0,0,372.82,0.21747760313287914,0.0,-10.0,90.0,100.0,#FF6B6B,#CD7F32,Medium,55,C-Overstocked,Reduce by 102 units to 282,81.08
20731,POSY CANDY BAG,C,Low,Stable,Volatile,1.9211863730152319,16.302325581395348,31.31980575543436,43,1.1646511627906977,509.25,16,3.2,191,452.0,410.0,Understocked,Understocked by 42 units,0,42,0.0,48.92,477.51,0.33,0.0,0.92,0.864,0.136,0.056,14.5,25.1,2026-02,2026-02-10,0,1,0,477.51,0.0,13.600000000000001,5.6000000000000005,92.0,86.4,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 42 units to 452,48.92
21393,BLUE  SPOTTY PUDDING BOWL,C,Low,Stable,Moderate,0.5910740086430329,7.4411764705882355,4.398286005490804,34,1.9491176470588234,509.07000000000005,20,4.0,50,199.0,248.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,483.38,0.33,0.0,0.92,0.997,0.003,-0.077,11.0,33.3,2026-02,2026-02-10,0,0,1,483.38,0.0,0.3,-7.7,92.0,99.7,#4ECDC4,#CD7F32,Low,10,C-Optimal,Maintain current levels,0.0
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,C,Low,Stable,Volatile,1.1827070883282704,11.148936170212766,13.185925835830078,47,1.0280851063829788,508.98,16,3.2,89,267.0,247.0,Understocked,Understocked by 20 units,0,20,0.0,20.56,253.94,0.17,0.0,0.92,0.859,0.141,0.061,16.5,22.2,2026-02,2026-02-10,0,1,0,253.94,0.0,14.099999999999998,6.1,92.0,85.9,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 20 units to 267,20.56
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,C,Low,Stable,Moderate,0.9887563891142305,18.264705882352942,18.05934463646874,34,0.8438235294117646,507.69,20,4.0,153,518.0,363.0,Understocked,Understocked by 155 units,0,155,0.0,130.79,306.31,0.21,0.0,0.92,0.492,0.508,0.428,18.4,19.9,2026-02,2026-02-10,0,1,0,306.31,0.0,50.8,42.8,92.0,49.2,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 155 units to 518,130.79
21456,2 PICTURE BOOK EGGS EASTER CHICKS,C,High,Seasonal,Moderate,0.6747150214094161,10.15,6.848357467305573,40,1.25,507.5,14,4.2,52,194.0,280.0,Overstocked,Overstocked: Stock 280.0 > tolerance 252,28,0,35.0,0.0,350.0,0.24,0.02,0.85,0.997,0.003,-0.147,13.2,27.6,2026-02,2026-02-10,1,0,0,350.0,0.1,0.3,-14.7,85.0,99.7,#FF6B6B,#CD7F32,Medium,55,C-Overstocked,Reduce by 28 units to 194,35.0
23224,CHERUB HEART DECORATION GOLD,C,Medium,Seasonal,Moderate,0.9014037610744952,14.125,12.732328125177244,40,0.945875,506.86999999999995,17,3.4,91,331.0,192.0,Understocked,Understocked by 139 units,0,139,0.0,131.48,181.61,0.12,0.0,0.9,0.249,0.751,0.651,26.9,13.6,2026-02,2026-02-10,0,1,0,181.61,0.0,75.1,65.10000000000001,90.0,24.9,#45B7D1,#CD7F32,Medium,55,C-Understocked,Increase by 139 units to 331,131.48
23186,FRENCH STYLE STORAGE JAR CAFE ,C,Medium,Fashion,Moderate,0.8977072947502762,31.53846153846154,28.312306988277943,52,0.3451923076923077,504.2799999999999,17,3.4,203,739.0,1199.0,Overstocked,Overstocked: Stock 1199.0 > tolerance 961,238,0,82.16,0.0,413.89,0.28,0.06,0.9,1.0,0.0,-0.1,9.6,38.0,2026-02,2026-02-10,1,0,0,413.89,0.1985068496460412,0.0,-10.0,90.0,100.0,#FF6B6B,#CD7F32,Medium,45,C-Overstocked,Reduce by 238 units to 739,82.16
16236,KITTY PENCIL ERASERS,C,Low,Stable,Moderate,0.9427968403661996,20.33613445378151,19.17284330828742,119,0.2095798319327731,502.6,20,4.0,166,573.0,559.0,Understocked,Understocked by 14 units,0,14,0.0,2.93,117.16,0.08,0.0,0.92,0.901,0.099,0.019,13.3,27.5,2026-02,2026-02-10,0,1,0,117.16,0.0,9.9,1.9,92.0,90.10000000000001,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 14 units to 573,2.93
21026,SPACE OWL,C,Low,Stable,Moderate,0.8400709043159533,7.75,6.510549508448638,52,1.2928846153846154,502.37,20,4.0,60,215.0,108.0,Understocked,Understocked by 107 units,0,107,0.0,138.34,139.63,0.1,0.0,0.92,0.135,0.865,0.785,26.2,13.9,2026-02,2026-02-10,0,1,0,139.63,0.0,86.5,78.5,92.0,13.5,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 107 units to 215,138.34
16014,SMALL CHINESE STYLE SCISSOR,C,Medium,Fashion,Volatile,1.0804999834610602,17.52173913043478,18.932238840643794,69,0.4156521739130435,501.78000000000003,14,2.8,110,355.0,450.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,187.04,0.13,0.0,0.9,0.991,0.009,-0.091,14.2,25.7,2026-02,2026-02-10,0,0,1,187.04,0.0,0.8999999999999999,-9.1,90.0,99.1,#4ECDC4,#CD7F32,Low,35,C-Optimal,Maintain current levels,0.0
21000,ROSE DU SUD COSMETICS BAG,C,Low,Stable,Moderate,0.8459956166777173,3.0256410256410255,2.5596790453325804,39,4.25,501.5,20,4.0,23,84.0,48.0,Understocked,Understocked by 36 units,0,36,0.0,153.0,204.0,0.14,0.0,0.92,0.226,0.774,0.694,23.0,15.9,2026-02,2026-02-10,0,1,0,204.0,0.0,77.4,69.39999999999999,92.0,22.6,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 36 units to 84,153.0
21015,DARK BIRD HOUSE TREE DECORATION,C,Medium,Seasonal,Volatile,1.022043065744809,21.46153846153846,21.934616564830897,65,0.5073846153846153,500.94999999999993,14,2.8,130,430.0,393.0,Understocked,Understocked by 37 units,0,37,0.0,18.77,199.4,0.14,0.0,0.9,0.819,0.181,0.081,19.9,18.3,2026-02,2026-02-10,0,1,0,199.4,0.0,18.099999999999998,8.1,90.0,81.89999999999999,#45B7D1,#CD7F32,Medium,65,C-Understocked,Increase by 37 units to 430,18.77
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,C,Low,Stable,Moderate,0.9235735832753821,7.244897959183674,6.691196368627768,49,1.5753061224489795,500.18999999999994,20,4.0,59,204.0,318.0,Overstocked,Overstocked: Stock 318.0 > tolerance 265,53,0,83.49,0.0,500.95,0.34,0.06,0.92,1.0,0.0,-0.08,8.3,43.9,2026-02,2026-02-10,1,0,0,500.95,0.16666333965465616,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 53 units to 204,83.49
85129C,BEADED CRYSTAL HEART BLUE SMALL,C,Low,Stable,Volatile,1.1058202811373687,8.673913043478262,9.59178896030022,46,1.3247826086956522,500.1,16,3.2,67,206.0,122.0,Understocked,Understocked by 84 units,0,84,0.0,111.28,161.62,0.11,0.0,0.92,0.362,0.638,0.558,26.0,14.1,2026-02,2026-02-10,0,1,0,161.62,0.0,63.800000000000004,55.800000000000004,92.0,36.199999999999996,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 84 units to 206,111.28
85117,NIGHTINGALE COATHOOK WHITE,C,Low,Stable,Volatile,1.4778566067747008,10.03125,14.824749086708717,32,1.625,500.04999999999995,16,3.2,95,256.0,450.0,Overstocked,Overstocked: Stock 450.0 > tolerance 333,117,0,190.12,0.0,731.25,0.5,0.13,0.92,1.0,0.0,-0.08,8.1,44.9,2026-02,2026-02-10,1,0,0,731.25,0.2599931623931624,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 117 units to 256,190.12
72122,COFFEE SCENT PILLAR CANDLE,C,Low,Stable,Volatile,1.0704137708159522,6.1647058823529415,6.598786069500694,85,0.95,497.79999999999995,16,3.2,46,145.0,73.0,Understocked,Understocked by 72 units,0,72,0.0,68.4,69.35,0.05,0.0,0.92,0.218,0.782,0.702,30.8,11.8,2026-02,2026-02-10,0,1,0,69.35,0.0,78.2,70.19999999999999,92.0,21.8,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 72 units to 145,68.4
85215,ASSORTED CHEESE FRIDGE MAGNETS,C,Low,Stable,Moderate,0.8905052232549822,18.878048780487806,16.811001043886737,41,0.6470731707317073,497.34000000000003,20,4.0,150,528.0,459.0,Understocked,Understocked by 69 units,0,69,0.0,44.65,297.01,0.2,0.0,0.92,0.778,0.222,0.142,15.0,24.3,2026-02,2026-02-10,0,1,0,297.01,0.0,22.2,14.2,92.0,77.8,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 69 units to 528,44.65
21311,SET/4 BIRD MIRROR MAGNETS ,C,Low,Stable,Volatile,1.422281134322997,10.470588235294118,14.892120112323147,68,1.1836764705882354,495.67,16,3.2,96,264.0,425.0,Overstocked,Overstocked: Stock 425.0 > tolerance 343,82,0,97.06,0.0,503.06,0.34,0.07,0.92,1.0,0.0,-0.08,9.0,40.6,2026-02,2026-02-10,1,0,0,503.06,0.19293921202242278,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 82 units to 264,97.06
85185D,FROG SOCK PUPPET,C,Low,Stable,Volatile,1.0461514237978804,4.195121951219512,4.388732802274035,41,2.930487804878049,495.40000000000003,16,3.2,31,98.0,95.0,Understocked,Understocked by 3 units,0,3,0.0,8.79,278.4,0.19,0.0,0.92,0.896,0.104,0.024,16.1,22.6,2026-02,2026-02-10,0,1,0,278.4,0.0,10.4,2.4,92.0,89.60000000000001,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 3 units to 98,8.79
21194,PINK  HONEYCOMB PAPER FAN,C,Low,Stable,Volatile,1.0676106330281239,9.403846153846153,10.03964614520678,52,1.3671153846153847,495.19000000000005,16,3.2,71,221.0,144.0,Understocked,Understocked by 77 units,0,77,0.0,105.27,196.86,0.13,0.0,0.92,0.449,0.551,0.471,23.8,15.3,2026-02,2026-02-10,0,1,0,196.86,0.0,55.1,47.099999999999994,92.0,44.9,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 77 units to 221,105.27
85186C,BUNNY EGG GARLAND,C,Medium,Seasonal,Moderate,0.8521910924048182,17.597014925373134,14.99601937231762,67,0.42,495.18,17,3.4,110,409.0,426.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,178.92,0.12,0.0,0.9,0.93,0.07,-0.03,15.1,24.2,2026-02,2026-02-10,0,0,1,178.92,0.0,7.000000000000001,-3.0,90.0,93.0,#4ECDC4,#CD7F32,Low,25,C-Optimal,Maintain current levels,0.0
22394,PAPERWEIGHT KINGS CHOICE ,C,Low,Stable,Volatile,1.6370182638871362,7.658536585365853,12.537164264891725,41,2.2597560975609756,494.7,16,3.2,78,201.0,182.0,Understocked,Understocked by 19 units,0,19,0.0,42.94,411.28,0.28,0.0,0.92,0.857,0.143,0.063,15.4,23.8,2026-02,2026-02-10,0,1,0,411.28,0.0,14.299999999999999,6.3,92.0,85.7,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 19 units to 201,42.94
22104,MIRROR MOSAIC CANDLE PLATE,C,Low,Stable,Volatile,1.5519772046644496,14.368421052631579,22.299461940704987,38,1.3498684210526317,492.65999999999997,16,3.2,141,371.0,654.0,Overstocked,Overstocked: Stock 654.0 > tolerance 482,172,0,232.18,0.0,882.81,0.6,0.16,0.92,1.0,0.0,-0.08,8.0,45.5,2026-02,2026-02-10,1,0,0,882.81,0.2630010987641735,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 172 units to 371,232.18
22538,MINI JIGSAW GO TO THE FAIR,C,Low,Stable,Volatile,1.1016169340702395,20.17241379310345,22.222272635554834,58,0.42,491.4,16,3.2,154,477.0,463.0,Understocked,Understocked by 14 units,0,14,0.0,5.88,194.46,0.13,0.0,0.92,0.899,0.101,0.021,15.9,23.0,2026-02,2026-02-10,0,1,0,194.46,0.0,10.100000000000001,2.1,92.0,89.9,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 14 units to 477,5.88
85230F,JASMINE VOTIVE CANDLE,C,Low,Stable,Moderate,0.5569132807567758,34.92307692307692,19.449125343352016,52,0.2784615384615384,490.15999999999997,20,4.0,231,929.0,1564.0,Overstocked,Overstocked: Stock 1564.0 > tolerance 1208,356,0,99.13,0.0,435.51,0.3,0.07,0.92,1.0,0.0,-0.08,8.2,44.8,2026-02,2026-02-10,1,0,0,435.51,0.22761819476016623,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 356 units to 929,99.13
21307,SET/4 BUTTERFLY MIRROR MAGNETS,C,Low,Stable,Volatile,1.5855418298375064,10.652173913043478,16.889467317834306,46,1.735,489.50000000000006,16,3.2,106,276.0,507.0,Overstocked,Overstocked: Stock 507.0 > tolerance 359,148,0,256.78,0.0,879.65,0.6,0.18,0.92,1.0,0.0,-0.08,7.7,47.6,2026-02,2026-02-10,1,0,0,879.65,0.2919115557323935,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 148 units to 276,256.78
22100,SKULLS SQUARE TISSUE BOX,C,Low,Stable,Volatile,1.448843016276219,9.873239436619718,14.30477400576943,71,0.9592957746478873,488.39,16,3.2,92,250.0,288.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,276.28,0.19,0.0,0.92,0.977,0.023,-0.057,12.5,29.2,2026-02,2026-02-10,0,0,1,276.28,0.0,2.3,-5.7,92.0,97.7,#4ECDC4,#CD7F32,Low,20,C-Optimal,Maintain current levels,0.0
22407,MONEY BOX FIRST ADE DESIGN,C,Low,Stable,Volatile,1.600430284713423,6.8474576271186445,10.958878559732593,59,1.2656779661016948,487.97,16,3.2,69,179.0,334.0,Overstocked,Overstocked: Stock 334.0 > tolerance 233,101,0,127.83,0.0,422.74,0.29,0.09,0.92,1.0,0.0,-0.08,7.5,48.8,2026-02,2026-02-10,1,0,0,422.74,0.3023844443393102,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 101 units to 179,127.83
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,C,Low,Stable,Volatile,1.1241673854083896,10.720930232558139,12.05212010868064,43,1.4167441860465118,487.14,16,3.2,83,255.0,272.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,385.35,0.26,0.0,0.92,0.955,0.045,-0.035,14.4,25.4,2026-02,2026-02-10,0,0,1,385.35,0.0,4.5,-3.5000000000000004,92.0,95.5,#4ECDC4,#CD7F32,Low,20,C-Optimal,Maintain current levels,0.0
84592,CROCHET ROSE PURSE WITH SUEDE BACK,C,Low,Stable,Moderate,0.6409158190719928,4.342105263157895,2.782923951233653,38,2.95,486.75000000000006,20,4.0,30,117.0,228.0,Overstocked,Overstocked: Stock 228.0 > tolerance 152,76,0,224.2,0.0,672.6,0.46,0.15,0.92,1.0,0.0,-0.08,7.0,52.5,2026-02,2026-02-10,1,0,0,672.6,0.3333333333333333,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 76 units to 117,224.2
35972,DAISY FOLKART HEART DECORATION,C,Medium,Seasonal,Volatile,1.2281967955872914,8.840909090909092,10.8583762155331,44,1.25,486.25,14,2.8,61,185.0,117.0,Understocked,Understocked by 68 units,0,68,0.0,85.0,146.25,0.1,0.0,0.9,0.443,0.557,0.457,27.6,13.2,2026-02,2026-02-10,0,1,0,146.25,0.0,55.7,45.7,90.0,44.3,#45B7D1,#CD7F32,Medium,65,C-Understocked,Increase by 68 units to 185,85.0
21944,KITTENS DESIGN FLANNEL,C,Low,Stable,Volatile,1.4041650852474619,10.80952380952381,15.17835592148447,63,0.8292857142857143,485.49,16,3.2,98,271.0,415.0,Overstocked,Overstocked: Stock 415.0 > tolerance 352,63,0,52.24,0.0,344.15,0.24,0.04,0.92,1.0,0.0,-0.08,9.5,38.4,2026-02,2026-02-10,1,0,0,344.15,0.1517942757518524,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 63 units to 271,52.24
23123,COCKTAIL SWORDS 50 PIECES,C,Low,Stable,Moderate,0.9797344153493462,12.680851063829786,12.42386620315341,47,0.8253191489361702,485.43999999999994,20,4.0,106,360.0,447.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,368.92,0.25,0.0,0.92,0.995,0.005,-0.075,10.4,35.2,2026-02,2026-02-10,0,0,1,368.92,0.0,0.5,-7.5,92.0,99.5,#4ECDC4,#CD7F32,Low,10,C-Optimal,Maintain current levels,0.0
23451,SQUARE MINI PORTRAIT FRAME,C,Low,Stable,Moderate,0.8163288394964056,7.8125,6.377569058565668,32,1.940625,483.9,20,4.0,59,215.0,233.0,Optimal,Within C-item guidelines,0,0,0.0,0.0,452.17,0.31,0.0,0.92,0.965,0.035,-0.045,12.2,29.8,2026-02,2026-02-10,0,0,1,452.17,0.0,3.5000000000000004,-4.5,92.0,96.5,#4ECDC4,#CD7F32,Low,10,C-Optimal,Maintain current levels,0.0
21442,GREEN BIRDHOUSE DECORATION,C,Medium,Seasonal,Moderate,0.7598365089470039,8.867647058823529,6.737961983750638,68,0.8323529411764706,483.75,17,3.4,53,204.0,296.0,Overstocked,Overstocked: Stock 296.0 > tolerance 265,31,0,25.8,0.0,246.38,0.17,0.02,0.9,1.0,0.0,-0.1,10.9,33.4,2026-02,2026-02-10,1,0,0,246.38,0.10471629190681062,0.0,-10.0,90.0,100.0,#FF6B6B,#CD7F32,Medium,45,C-Overstocked,Reduce by 31 units to 204,25.8
84218,BOX/12 CHICK & EGG IN BASKET,C,Medium,Seasonal,Volatile,1.9106232387579112,4.19672131147541,8.018353264295497,61,1.9457377049180327,483.59999999999997,14,2.8,41,100.0,156.0,Overstocked,Overstocked: Stock 156.0 > tolerance 130,26,0,50.59,0.0,303.54,0.21,0.03,0.9,0.999,0.001,-0.099,9.8,37.2,2026-02,2026-02-10,1,0,0,303.54,0.16666666666666666,0.1,-9.9,90.0,99.9,#FF6B6B,#CD7F32,Medium,55,C-Overstocked,Reduce by 26 units to 100,50.59
22108,PING! MICROWAVE PLATE,C,Low,Stable,Moderate,0.9434671315495254,3.86046511627907,3.642221949702819,43,3.3625581395348836,482.82,20,4.0,32,109.0,55.0,Understocked,Understocked by 54 units,0,54,0.0,181.58,184.94,0.13,0.0,0.92,0.161,0.839,0.759,25.6,14.2,2026-02,2026-02-10,0,1,0,184.94,0.0,83.89999999999999,75.9,92.0,16.1,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 54 units to 109,181.58
22861,EASTER TIN CHICKS IN GARDEN,C,High,Seasonal,Volatile,1.140540439696755,8.588235294117647,9.79522965857213,34,1.65,481.79999999999995,14,4.2,53,173.0,130.0,Understocked,Understocked by 43 units,0,43,0.0,70.95,214.5,0.15,0.0,0.85,0.575,0.425,0.275,24.1,15.1,2026-02,2026-02-10,0,1,0,214.5,0.0,42.5,27.500000000000004,85.0,57.49999999999999,#45B7D1,#CD7F32,Medium,75,C-Understocked,Increase by 43 units to 173,70.95
35964,FOLKART CLIP ON STARS,C,Low,Stable,Volatile,1.165176195614846,23.023255813953487,26.82614961996971,43,0.9502325581395349,481.68,16,3.2,183,551.0,865.0,Overstocked,Overstocked: Stock 865.0 > tolerance 716,149,0,141.58,0.0,821.95,0.56,0.1,0.92,1.0,0.0,-0.08,9.7,37.6,2026-02,2026-02-10,1,0,0,821.95,0.17224892025062352,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 149 units to 551,141.58
84865,NEW BAROQUE BLACK PHOTO ALBUM,C,Low,Stable,Moderate,0.9117075503129356,2.0294117647058822,1.8502300285762516,34,7.6838235294117645,481.05,20,4.0,16,57.0,85.0,Overstocked,Overstocked: Stock 85.0 > tolerance 74,11,0,84.52,0.0,653.12,0.45,0.06,0.92,1.0,0.0,-0.08,8.7,41.9,2026-02,2026-02-10,1,0,0,653.12,0.12940960313571778,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 11 units to 57,84.52
23398,HANGING HEART BONHEUR,C,Low,Stable,Moderate,0.8806793175486655,13.547619047619047,11.931107897266443,42,0.848452380952381,480.53,20,4.0,107,378.0,737.0,Overstocked,Overstocked: Stock 737.0 > tolerance 491,246,0,208.72,0.0,625.31,0.43,0.14,0.92,1.0,0.0,-0.08,6.7,54.4,2026-02,2026-02-10,1,0,0,625.31,0.33378644192480533,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 246 units to 378,208.72
90161C,ANT COPPER LIME BOUDICCA BRACELET,C,Low,Stable,Moderate,0.8482838981202616,3.03125,2.571360566177043,32,4.95,480.15000000000003,20,4.0,23,84.0,138.0,Overstocked,Overstocked: Stock 138.0 > tolerance 109,29,0,143.55,0.0,683.1,0.47,0.1,0.92,1.0,0.0,-0.08,8.0,45.5,2026-02,2026-02-10,1,0,0,683.1,0.2101449275362319,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 29 units to 84,143.55
84989B,75 BLACK FAIRY CAKE CASES,C,Low,Stable,Volatile,1.4140973303506492,24.048780487804876,34.00731628599366,41,0.5373170731707317,479.90000000000003,16,3.2,220,605.0,1165.0,Overstocked,Overstocked: Stock 1165.0 > tolerance 786,378,0,203.11,0.0,625.97,0.43,0.14,0.92,1.0,0.0,-0.08,7.5,48.4,2026-02,2026-02-10,1,0,0,625.97,0.3244724188060131,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,40,C-Overstocked,Reduce by 378 units to 605,203.11
22102,MIRROR MOSAIC T-LIGHT HOLDER ,C,Low,Stable,Moderate,0.9893120608991266,8.297297297297296,8.208616289081942,37,1.6283783783783783,477.74999999999994,20,4.0,70,236.0,367.0,Overstocked,Overstocked: Stock 367.0 > tolerance 307,60,0,97.7,0.0,597.61,0.41,0.07,0.92,1.0,0.0,-0.08,8.3,44.2,2026-02,2026-02-10,1,0,0,597.61,0.16348454677799903,0.0,-8.0,92.0,100.0,#FF6B6B,#CD7F32,Medium,30,C-Overstocked,Reduce by 60 units to 236,97.7
16238,PARTY TIME PENCIL ERASERS,C,Low,Stable,Moderate,0.88498183927844,20.654545454545456,18.27889762582378,110,0.22568181818181818,475.71999999999997,20,4.0,163,576.0,546.0,Understocked,Understocked by 30 units,0,30,0.0,6.77,123.22,0.08,0.0,0.92,0.874,0.126,0.046,13.8,26.4,2026-02,2026-02-10,0,1,0,123.22,0.0,12.6,4.6,92.0,87.4,#45B7D1,#CD7F32,Medium,40,C-Understocked,Increase by 30 units to 576,6.77
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,C,Low,Stable,Volatile,1.147418382258131,22.529411764705884,25.85066120028613,34,0.6441176470588236,475.1,16,3.2,177,537.0,353.0,Understocked,Understocked by 184 units,0,184,0.0,118.52,227.37,0.16,0.0,0.92,0.476,0.524,0.444,23.3,15.7,2026-02,2026-02-10,0,1,0,227.37,0.0,52.400000000000006,44.4,92.0,47.599999999999994,#45B7D1,#CD7F32,Medium,50,C-Understocked,Increase by 184 units to 537,118.52
21281,VINTAGE KITCHEN PRINT SEAFOOD,C,High,Perishable,Volatile,1.5355029004172946,5.878787878787879,9.026895838816824,33,2.536363636363636,473.09999999999997,14,4.2,43,125.0,209.0,Overstocked,Overstocked: Stock 209.0 > tolerance 162,46,0,116.67,0.0,530.1,0.36,0.08,0.85,0.999,0.001,-0.149,10.3,35.6,2026-02,2026-02-10,1,0,0,530.1,0.22009054895302774,0.1,-14.899999999999999,85.0,99.9,#FF6B6B,#CD7F32,Medium,65,C-Overstocked,Reduce by 46 units to 125,116.67
